,C-MT732494,C-LC386072,C-MT723913,C-MT410491,C-LC086743,C-LC169969,C-LC169958,C-LC169947,A-KR705197,A-MW715613,A-MG181894,A-MG181773,A-LC105573,A-KJ752157,A-LC514521,A-LC514477,A-LC514510,A-MG181663,A-KJ721766,A-KF716404,A-KF716397,A-MH182454,A-MN479739,A-PP861905,A-PP861895,A-OP850390,A-LC105584,A-MG670755,A-MG670752,A-KC442959,A-LC086798,A-PX211896,A-LC086787,A-LC086809,A-KJ918955,A-LC169991,A-LC169980,A-PP861907,A-PP861961,A-OP850391,A-KF716407,A-KJ721768,A-MN479662,A-MN479658,A-MN479650,A-MN479649,A-MN479603,A-KJ721772,A-KC443341,A-PX211916,A-KJ918889,A-KC443352,A-KJ721763,A-OP717789,A-OP717786,A-PX211879,A-LC228377,A-LC228355,A-LC569337,A-LC569320,A-LC569292,A-LC477570,A-LC228344,A-HQ657134,A-KC443363,A-KC443218,A-KC443003,A-KC834693,A-KU356581,A-HQ641360,B-PX211817,B-PX211819,B-LC228333,B-LC228322,B-OP850397,B-OP850396,B-OP850395,B-OP850394,B-OP850392,B-LC514499,B-LC514488,B-MH520727,B-MH520732,B-MH704734,B-LC228311,B-KX880421,B-KU550307,B-MZ546119,B-KU550308,B-KU550305,B-KU870414,B-KU870392,B-LC541989,B-MF997042,B-KU550306,B-KU550304,B-MG670750,B-MG670758,B-MG670741,B-LC086732,B-LC086721,B-MG670757,B-MG670754,B-LC066668,B-LC066657,B-LC066646,B-LC260290,B-LC325467,B-MH704735,B-MG573362,B-MG573361,B-LC260294,B-LC260288,B-KX880432,B-KU059795,B-KU059784,B-AB975854,B-AB975825,B-KY616892,B-KU059773,B-LC751684,B-LC751714,B-LC469530,B-AB975853,B-AB975823,B-AB848011,B-KC443451,B-KC443196,B-KJ639030,B-KJ639019,B-PX211881,B-KC178727,B-KC443759,B-KC443627,B-KC443319,B-KC442970,B-KU248412,B-KU248401,B-KC178733,B-KU199277
B-KX880432,86.37,86.27,86.58,86.37,86.58,86.58,86.58,86.58,92.95,95.28,95.70,95.70,95.81,95.70,96.75,96.75,96.44,96.86,97.06,96.75,96.86,96.54,96.86,96.86,97.06,96.96,96.86,96.96,96.96,97.48,96.44,96.44,96.65,96.96,96.86,96.86,96.86,96.75,96.96,96.96,96.86,97.38,97.27,97.27,97.38,97.38,97.38,97.38,96.12,96.44,96.96,96.96,96.44,96.86,96.75,97.12,97.27,97.27,97.38,97.38,97.38,97.38,97.38,96.75,97.38,97.38,97.48,97.38,97.27,98.01,98.38,98.53,98.85,98.85,98.53,98.53,98.53,98.53,98.53,98.85,98.85,98.95,99.06,99.06,99.06,99.06,99.06,99.16,99.16,99.16,98.95,98.95,99.06,99.16,99.16,99.16,99.27,99.27,99.48,99.48,99.48,99.37,99.37,99.16,99.16,99.37,99.16,99.48,99.37,99.58,99.53,99.48,100.00,,99.69,99.79,99.58,99.58,99.58,99.79,99.48,99.58,99.69,99.68,99.68,99.69,99.06,98.95,98.95,98.95,97.85,98.48,98.85,98.85,98.85,98.43,98.53,98.53,98.85,98.43
B-KU059795,86.27,86.16,86.48,86.27,86.48,86.48,86.48,86.48,93.06,95.39,95.81,95.81,95.91,95.81,96.86,96.86,96.54,96.96,97.17,96.86,96.96,96.65,96.96,96.96,97.17,97.06,96.96,97.06,97.06,97.59,96.54,96.54,96.75,97.06,96.96,96.96,96.96,96.86,97.06,97.06,96.96,97.48,97.38,97.38,97.48,97.48,97.48,97.48,96.23,96.54,97.06,97.06,96.54,96.96,96.86,97.22,97.38,97.38,97.48,97.48,97.48,97.48,97.48,96.86,97.48,97.48,97.59,97.48,97.38,98.11,98.48,98.64,98.95,98.95,98.64,98.64,98.64,98.64,98.64,98.95,98.95,99.06,99.16,99.16,99.16,99.16,99.16,99.27,99.27,99.27,99.06,99.06,99.16,99.27,99.27,99.27,99.37,99.37,99.58,99.58,99.58,99.48,99.48,99.27,99.27,99.48,99.27,99.37,99.48,99.69,99.63,99.58,99.69,99.69,,99.90,99.68,99.68,99.69,99.90,99.58,99.69,99.79,99.79,99.79,99.79,99.16,99.06,99.06,99.06,97.96,98.58,98.95,98.95,98.95,98.53,98.64,98.64,98.95,98.53
B-KU059784,86.37,86.27,86.58,86.37,86.58,86.58,86.58,86.58,93.17,95.49,95.91,95.91,96.02,95.91,96.96,96.96,96.65,97.06,97.27,96.96,97.06,96.75,97.06,97.06,97.27,97.17,97.06,97.17,97.17,97.69,96.65,96.65,96.86,97.17,97.06,97.06,97.06,96.96,97.17,97.17,97.06,97.59,97.48,97.48,97.59,97.59,97.59,97.59,96.33,96.65,97.17,97.17,96.65,97.06,96.96,97.33,97.48,97.48,97.59,97.59,97.59,97.59,97.59,96.96,97.59,97.59,97.69,97.59,97.48,98.22,98.58,98.74,99.06,99.06,98.74,98.74,98.74,98.74,98.74,99.06,99.06,99.16,99.27,99.27,99.27,99.27,99.27,99.37,99.37,99.37,99.16,99.16,99.27,99.37,99.37,99.37,99.48,99.48,99.69,99.69,99.69,99.58,99.58,99.37,99.37,99.58,99.37,99.48,99.58,99.79,99.74,99.69,99.79,99.79,99.90,,99.79,99.79,99.79,100.00,99.69,99.79,99.90,99.89,99.89,99.90,99.27,99.16,99.16,99.16,98.06,98.69,99.06,99.06,99.06,98.64,98.74,98.74,99.06,98.64
B-AB975854,86.20,86.09,86.41,86.20,86.41,86.41,86.41,86.41,93.08,95.44,95.86,95.86,95.75,95.65,96.92,96.92,96.60,97.03,97.24,96.71,96.82,96.71,97.03,97.03,97.24,97.13,97.03,97.13,97.13,97.66,96.60,96.60,96.82,97.13,97.03,97.03,97.03,96.92,97.13,97.13,97.03,97.35,97.45,97.45,97.56,97.56,97.56,97.56,96.28,96.60,97.13,97.13,96.60,97.03,96.92,97.29,97.45,97.45,97.56,97.56,97.56,97.56,97.56,96.92,97.56,97.56,97.66,97.56,97.45,98.20,98.57,98.73,99.04,99.04,98.73,98.73,98.73,98.73,98.73,99.04,99.04,99.15,99.26,99.26,99.26,99.26,99.26,99.36,99.36,99.36,99.15,99.15,99.26,99.36,99.36,99.36,99.26,99.26,99.47,99.47,99.47,99.36,99.36,99.36,99.36,99.58,99.36,99.26,99.58,99.79,99.73,99.68,99.58,99.58,99.68,99.79,,99.79,99.79,99.79,99.68,99.79,99.89,99.89,99.89,99.89,99.26,99.15,99.15,99.15,98.04,98.67,98.83,98.83,98.83,98.62,98.73,98.73,99.04,98.62
B-AB975825,86.46,86.35,86.67,86.46,86.67,86.67,86.67,86.67,93.21,95.45,95.87,95.87,95.77,95.66,96.93,96.93,96.61,97.04,97.25,96.72,96.83,96.93,97.25,97.25,97.46,97.35,97.25,97.14,97.14,97.67,96.61,96.61,96.83,97.14,97.04,97.04,97.04,96.93,97.14,97.14,97.04,97.35,97.46,97.46,97.57,97.57,97.57,97.57,96.30,96.61,97.14,97.14,96.61,97.04,96.93,97.30,97.46,97.46,97.57,97.57,97.57,97.57,97.57,96.93,97.57,97.57,97.67,97.57,97.46,98.20,98.57,98.84,99.05,99.05,98.73,98.73,98.73,98.73,98.73,99.05,99.05,99.15,99.26,99.26,99.26,99.26,99.26,99.37,99.37,99.37,99.15,99.15,99.26,99.37,99.37,99.37,99.26,99.26,99.47,99.47,99.47,99.37,99.37,99.37,99.37,99.58,99.37,99.26,99.58,99.79,99.74,99.68,99.58,99.58,99.68,99.79,99.79,,99.79,99.79,99.68,99.79,99.89,99.89,99.89,99.89,99.26,99.15,99.15,99.15,98.04,98.68,98.84,98.84,98.84,98.62,98.73,98.73,99.05,98.62
B-KY616892,86.37,86.27,86.58,86.37,86.58,86.58,86.58,86.58,93.17,95.49,95.91,95.91,95.81,95.70,96.96,96.96,96.65,97.06,97.27,96.75,96.86,96.75,97.06,97.06,97.27,97.17,97.06,97.17,97.17,97.69,96.65,96.65,96.86,97.17,97.06,97.06,97.06,96.96,97.17,97.17,97.06,97.38,97.48,97.48,97.59,97.59,97.59,97.59,96.33,96.65,97.17,97.17,96.65,97.06,96.96,97.33,97.48,97.48,97.59,97.59,97.59,97.59,97.59,96.96,97.59,97.59,97.69,97.59,97.48,98.22,98.58,98.74,99.06,99.06,98.74,98.74,98.74,98.74,98.74,99.06,99.06,99.16,99.27,99.27,99.27,99.27,99.27,99.37,99.37,99.37,99.16,99.16,99.27,99.37,99.37,99.37,99.27,99.27,99.48,99.48,99.48,99.37,99.37,99.37,99.37,99.58,99.37,99.27,99.58,99.79,99.74,99.69,99.58,99.58,99.69,99.79,99.79,99.79,,99.79,99.69,99.79,99.90,99.89,99.89,99.90,99.27,99.16,99.16,99.16,98.06,98.69,98.85,98.85,98.85,98.64,98.74,98.74,99.06,98.64
B-KU059773,86.37,86.27,86.58,86.37,86.58,86.58,86.58,86.58,93.17,95.49,95.91,95.91,96.02,95.91,96.96,96.96,96.65,97.06,97.27,96.96,97.06,96.75,97.06,97.06,97.27,97.17,97.06,97.17,97.17,97.69,96.65,96.65,96.86,97.17,97.06,97.06,97.06,96.96,97.17,97.17,97.06,97.59,97.48,97.48,97.59,97.59,97.59,97.59,96.33,96.65,97.17,97.17,96.65,97.06,96.96,97.33,97.48,97.48,97.59,97.59,97.59,97.59,97.59,96.96,97.59,97.59,97.69,97.59,97.48,98.22,98.58,98.74,99.06,99.06,98.74,98.74,98.74,98.74,98.74,99.06,99.06,99.16,99.27,99.27,99.27,99.27,99.27,99.37,99.37,99.37,99.16,99.16,99.27,99.37,99.37,99.37,99.48,99.48,99.69,99.69,99.69,99.58,99.58,99.37,99.37,99.58,99.37,99.48,99.58,99.79,99.74,99.69,99.79,99.79,99.90,100.00,99.79,99.79,99.79,,99.69,99.79,99.90,99.89,99.89,99.90,99.27,99.16,99.16,99.16,98.06,98.69,99.06,99.06,99.06,98.64,98.74,98.74,99.06,98.64
B-LC751684,86.37,86.27,86.58,86.37,86.58,86.58,86.58,86.58,93.06,95.39,95.81,95.81,95.70,95.60,96.86,96.86,96.54,96.96,97.17,96.65,96.75,96.65,96.96,96.96,97.17,97.06,96.96,97.06,97.06,97.59,96.54,96.54,96.75,97.06,96.96,96.96,96.96,96.86,97.06,97.06,96.96,97.27,97.38,97.38,97.48,97.48,97.48,97.48,96.23,96.54,97.06,97.06,96.54,96.96,96.86,97.22,97.38,97.38,97.48,97.48,97.48,97.48,97.48,96.86,97.48,97.48,97.59,97.48,97.38,98.11,98.48,98.64,98.95,98.95,98.64,98.64,98.64,98.64,98.64,98.95,98.95,99.06,99.16,99.16,99.16,99.16,99.16,99.27,99.27,99.27,99.06,99.06,99.16,99.27,99.27,99.27,99.16,99.16,99.37,99.37,99.37,99.27,99.27,99.27,99.27,99.48,99.27,99.16,99.48,99.69,99.63,99.58,99.48,99.48,99.58,99.69,99.68,99.68,99.69,99.69,,99.90,99.79,99.79,99.79,99.79,99.16,99.06,99.06,99.06,97.96,98.58,98.74,98.74,98.74,98.53,98.64,98.64,98.95,98.53
B-LC751714,86.48,86.37,86.69,86.48,86.69,86.69,86.69,86.69,93.17,95.49,95.91,95.91,95.81,95.70,96.96,96.96,96.65,97.06,97.27,96.75,96.86,96.75,97.06,97.06,97.27,97.17,97.06,97.17,97.17,97.69,96.65,96.65,96.86,97.17,97.06,97.06,97.06,96.96,97.17,97.17,97.06,97.38,97.48,97.48,97.59,97.59,97.59,97.59,96.33,96.65,97.17,97.17,96.65,97.06,96.96,97.33,97.48,97.48,97.59,97.59,97.59,97.59,97.59,96.96,97.59,97.59,97.69,97.59,97.48,98.22,98.58,98.74,99.06,99.06,98.74,98.74,98.74,98.74,98.74,99.06,99.06,99.16,99.27,99.27,99.27,99.27,99.27,99.37,99.37,99.37,99.16,99.16,99.27,99.37,99.37,99.37,99.27,99.27,99.48,99.48,99.48,99.37,99.37,99.37,99.37,99.58,99.37,99.27,99.58,99.79,99.74,99.69,99.58,99.58,99.69,99.79,99.79,99.79,99.79,99.79,99.90,,99.90,99.89,99.89,99.90,99.27,99.16,99.16,99.16,98.06,98.69,98.85,98.85,98.85,98.64,98.74,98.74,99.06,98.64
B-LC469530,86.48,86.37,86.69,86.48,86.69,86.69,86.69,86.69,93.27,95.60,96.02,96.02,95.91,95.81,97.06,97.06,96.75,97.17,97.38,96.86,96.96,96.86,97.17,97.17,97.38,97.27,97.17,97.27,97.27,97.80,96.75,96.75,96.96,97.27,97.17,97.17,97.17,97.06,97.27,97.27,97.17,97.48,97.59,97.59,97.69,97.69,97.69,97.69,96.44,96.75,97.27,97.27,96.75,97.17,97.06,97.43,97.59,97.59,97.69,97.69,97.69,97.69,97.69,97.06,97.69,97.69,97.80,97.69,97.59,98.32,98.69,98.85,99.16,99.16,98.85,98.85,98.85,98.85,98.85,99.16,99.16,99.27,99.37,99.37,99.37,99.37,99.37,99.48,99.48,99.48,99.27,99.27,99.37,99.48,99.48,99.48,99.37,99.37,99.58,99.58,99.58,99.48,99.48,99.48,99.48,99.69,99.48,99.37,99.69,99.90,99.84,99.79,99.69,99.69,99.79,99.90,99.89,99.89,99.90,99.90,99.79,99.90,,100.00,100.00,100.00,99.37,99.27,99.27,99.27,98.17,98.79,98.95,98.95,98.95,98.74,98.85,98.85,99.16,98.74
B-AB975853,86.31,86.20,86.52,86.31,86.52,86.52,86.52,86.52,93.18,95.54,95.97,95.97,95.86,95.75,97.03,97.03,96.71,97.13,97.35,96.82,96.92,96.82,97.13,97.13,97.35,97.24,97.13,97.24,97.24,97.77,96.71,96.71,96.92,97.24,97.13,97.13,97.13,97.03,97.24,97.24,97.13,97.45,97.56,97.56,97.66,97.66,97.66,97.66,96.39,96.71,97.24,97.24,96.71,97.13,97.03,97.40,97.56,97.56,97.66,97.66,97.66,97.66,97.66,97.03,97.66,97.66,97.77,97.66,97.56,98.30,98.67,98.83,99.15,99.15,98.83,98.83,98.83,98.83,98.83,99.15,99.15,99.26,99.36,99.36,99.36,99.36,99.36,99.47,99.47,99.47,99.26,99.26,99.36,99.47,99.47,99.47,99.36,99.36,99.58,99.58,99.58,99.47,99.47,99.47,99.47,99.68,99.47,99.36,99.68,99.89,99.84,99.79,99.68,99.68,99.79,99.89,99.89,99.89,99.89,99.89,99.79,99.89,100.00,,100.00,100.00,99.36,99.26,99.26,99.26,98.14,98.78,98.94,98.94,98.94,98.73,98.83,98.83,99.15,98.73
B-AB975823,86.35,86.24,86.56,86.35,86.56,86.56,86.56,86.56,93.21,95.56,95.98,95.98,95.87,95.77,97.04,97.04,96.72,97.14,97.35,96.83,96.93,96.83,97.14,97.14,97.35,97.25,97.14,97.25,97.25,97.78,96.72,96.72,96.93,97.25,97.14,97.14,97.14,97.04,97.25,97.25,97.14,97.46,97.57,97.57,97.67,97.67,97.67,97.67,96.40,96.72,97.25,97.25,96.72,97.14,97.04,97.41,97.57,97.57,97.67,97.67,97.67,97.67,97.67,97.04,97.67,97.67,97.78,97.67,97.57,98.31,98.68,98.84,99.15,99.15,98.84,98.84,98.84,98.84,98.84,99.15,99.15,99.26,99.37,99.37,99.37,99.37,99.37,99.47,99.47,99.47,99.26,99.26,99.37,99.47,99.47,99.47,99.37,99.37,99.58,99.58,99.58,99.47,99.47,99.47,99.47,99.68,99.47,99.37,99.68,99.89,99.84,99.79,99.68,99.68,99.79,99.89,99.89,99.89,99.89,99.89,99.79,99.89,100.00,100.00,,100.00,99.37,99.26,99.26,99.26,98.15,98.78,98.94,98.94,98.94,98.73,98.84,98.84,99.15,98.73
B-AB848011,86.48,86.37,86.69,86.48,86.69,86.69,86.69,86.69,93.27,95.60,96.02,96.02,95.91,95.81,97.06,97.06,96.75,97.17,97.38,96.86,96.96,96.86,97.17,97.17,97.38,97.27,97.17,97.27,97.27,97.80,96.75,96.75,96.96,97.27,97.17,97.17,97.17,97.06,97.27,97.27,97.17,97.48,97.59,97.59,97.69,97.69,97.69,97.69,96.44,96.75,97.27,97.27,96.75,97.17,97.06,97.43,97.59,97.59,97.69,97.69,97.69,97.69,97.69,97.06,97.69,97.69,97.80,97.69,97.59,98.32,98.69,98.85,99.16,99.16,98.85,98.85,98.85,98.85,98.85,99.16,99.16,99.27,99.37,99.37,99.37,99.37,99.37,99.48,99.48,99.48,99.27,99.27,99.37,99.48,99.48,99.48,99.37,99.37,99.58,99.58,99.58,99.48,99.48,99.48,99.48,99.69,99.48,99.37,99.69,99.90,99.84,99.79,99.69,99.69,99.79,99.90,99.89,99.89,99.90,99.90,99.79,99.90,100.00,100.00,100.00,,99.37,99.27,99.27,99.27,98.17,98.79,98.95,98.95,98.95,98.74,98.85,98.85,99.16,98.74
B-KC443451,86.37,86.27,86.58,86.37,86.58,86.58,86.58,86.58,93.69,95.81,96.23,96.02,96.12,96.02,97.27,97.27,96.96,97.59,97.80,97.27,97.38,97.06,97.59,97.59,97.80,97.69,97.59,97.69,97.69,98.22,96.96,96.96,97.17,97.48,97.38,97.38,97.38,97.27,97.48,97.48,97.38,97.69,97.80,97.80,97.90,97.90,97.90,97.90,96.65,96.75,97.27,97.27,96.96,97.38,97.27,97.43,97.59,97.59,97.69,97.69,97.69,97.69,97.69,97.48,98.11,98.11,98.01,97.90,97.80,98.53,98.27,98.43,98.74,98.74,98.43,98.43,98.43,98.43,98.43,98.74,98.74,98.85,98.95,98.95,98.95,98.95,98.95,99.06,99.06,99.06,98.85,98.85,98.95,99.06,99.06,99.06,98.74,98.74,98.95,98.95,98.95,98.85,98.85,98.85,98.85,99.06,98.85,98.74,99.06,99.48,99.42,99.16,99.06,99.06,99.16,99.27,99.26,99.26,99.27,99.27,99.16,99.27,99.37,99.36,99.37,99.37,,99.90,99.37,99.37,98.38,99.00,99.16,99.16,99.16,98.95,99.06,99.06,99.37,98.95
B-KC443196,86.27,86.16,86.48,86.27,86.48,86.48,86.48,86.48,93.59,95.70,96.12,95.91,96.02,95.91,97.17,97.17,96.86,97.48,97.69,97.17,97.27,96.96,97.48,97.48,97.69,97.59,97.48,97.59,97.59,98.11,96.86,96.86,97.06,97.38,97.27,97.27,97.27,97.17,97.38,97.38,97.27,97.59,97.69,97.69,97.80,97.80,97.80,97.80,96.54,96.65,97.17,97.17,96.86,97.27,97.17,97.33,97.48,97.48,97.59,97.59,97.59,97.59,97.59,97.38,98.01,98.01,97.90,97.80,97.69,98.43,98.17,98.32,98.64,98.64,98.32,98.32,98.32,98.32,98.32,98.64,98.64,98.74,98.85,98.85,98.85,98.85,98.85,98.95,98.95,98.95,98.74,98.74,98.85,98.95,98.95,98.95,98.64,98.64,98.85,98.85,98.85,98.74,98.74,98.74,98.74,98.95,98.74,98.64,98.95,99.37,99.32,99.06,98.95,98.95,99.06,99.16,99.15,99.15,99.16,99.16,99.06,99.16,99.27,99.26,99.26,99.27,99.90,,99.27,99.27,98.27,98.90,99.06,99.06,99.06,98.85,98.95,98.95,99.27,98.85
B-KJ639030,86.48,86.37,86.69,86.48,86.69,86.69,86.69,86.69,93.27,95.70,95.91,95.91,96.02,95.91,96.96,96.96,96.65,97.17,97.38,96.86,96.96,96.65,97.38,97.38,97.38,97.27,97.17,97.27,97.27,97.80,96.65,96.65,97.06,97.17,97.06,97.06,97.06,96.96,97.17,97.17,97.06,97.38,97.48,97.48,97.59,97.59,97.59,97.59,96.33,96.65,97.17,97.17,96.65,97.06,96.96,97.33,97.48,97.48,97.59,97.59,97.59,97.59,97.59,97.06,97.69,97.69,97.69,97.59,97.48,98.22,98.17,98.32,98.64,98.64,98.32,98.32,98.32,98.32,98.32,98.85,98.64,98.74,98.85,98.85,98.85,98.85,98.85,98.95,98.95,98.95,98.74,98.74,98.85,98.95,98.95,98.95,98.64,98.64,98.85,98.85,98.85,98.74,98.74,98.74,98.74,98.95,98.74,98.64,98.95,99.37,99.32,99.06,98.95,98.95,99.06,99.16,99.15,99.15,99.16,99.16,99.06,99.16,99.27,99.26,99.26,99.27,99.37,99.27,,100.00,98.06,98.69,98.85,98.85,98.85,98.64,98.74,98.74,99.06,98.64
B-KJ639019,86.48,86.37,86.69,86.48,86.69,86.69,86.69,86.69,93.27,95.70,95.91,95.91,96.02,95.91,96.96,96.96,96.65,97.17,97.38,96.86,96.96,96.65,97.38,97.38,97.38,97.27,97.17,97.27,97.27,97.80,96.65,96.65,97.06,97.17,97.06,97.06,97.06,96.96,97.17,97.17,97.06,97.38,97.48,97.48,97.59,97.59,97.59,97.59,96.33,96.65,97.17,97.17,96.65,97.06,96.96,97.33,97.48,97.48,97.59,97.59,97.59,97.59,97.59,97.06,97.69,97.69,97.69,97.59,97.48,98.22,98.17,98.32,98.64,98.64,98.32,98.32,98.32,98.32,98.32,98.85,98.64,98.74,98.85,98.85,98.85,98.85,98.85,98.95,98.95,98.95,98.74,98.74,98.85,98.95,98.95,98.95,98.64,98.64,98.85,98.85,98.85,98.74,98.74,98.74,98.74,98.95,98.74,98.64,98.95,99.37,99.32,99.06,98.95,98.95,99.06,99.16,99.15,99.15,99.16,99.16,99.06,99.16,99.27,99.26,99.26,99.27,99.37,99.27,100.00,,98.06,98.69,98.85,98.85,98.85,98.64,98.74,98.74,99.06,98.64
B-PX211881,86.32,86.22,86.53,86.32,86.53,86.53,86.53,86.53,93.01,95.34,95.44,95.44,95.86,95.75,96.28,96.28,95.96,96.59,96.80,96.28,96.38,96.07,96.59,96.59,96.80,96.70,96.59,96.70,96.70,97.22,96.28,96.38,96.49,96.80,96.70,96.91,96.91,96.59,96.80,96.80,96.91,97.01,97.12,97.12,97.22,97.22,97.22,97.22,96.07,96.23,96.59,96.59,96.49,96.70,96.59,96.91,97.01,97.01,97.12,97.12,97.12,97.12,97.12,96.59,97.01,97.01,97.33,97.22,97.12,97.85,97.22,97.38,97.54,97.54,97.22,97.22,97.22,97.22,97.22,97.54,97.54,97.64,97.75,97.75,97.75,97.75,97.75,97.85,97.85,97.85,97.64,97.64,97.75,97.85,97.85,97.85,97.54,97.54,97.75,97.75,97.75,97.64,97.64,97.64,97.64,97.85,97.64,97.54,97.90,98.27,98.27,97.96,97.85,97.85,97.96,98.06,98.04,98.04,98.06,98.06,97.96,98.06,98.17,98.14,98.15,98.17,98.38,98.27,98.06,98.06,,99.27,98.79,98.79,98.79,98.38,98.38,98.38,98.58,98.17
B-KC178727,86.43,86.32,86.64,86.43,86.64,86.64,86.64,86.64,93.43,95.65,95.75,95.75,96.17,96.07,96.91,96.91,96.59,97.22,97.43,96.91,97.01,96.70,97.22,97.22,97.43,97.33,97.22,97.33,97.33,97.85,96.80,96.80,97.01,97.33,97.22,97.22,97.22,97.12,97.33,97.33,97.22,97.54,97.64,97.64,97.75,97.75,97.75,97.75,96.49,96.65,97.12,97.12,97.01,97.22,97.12,97.27,97.43,97.43,97.54,97.54,97.54,97.54,97.54,97.12,97.54,97.54,97.85,97.75,97.64,98.38,97.69,97.85,98.17,98.17,97.85,97.85,97.85,97.85,97.85,98.17,98.17,98.27,98.38,98.38,98.38,98.38,98.38,98.48,98.48,98.48,98.27,98.27,98.38,98.48,98.48,98.48,98.17,98.17,98.38,98.38,98.38,98.27,98.27,98.27,98.27,98.48,98.27,98.17,98.48,98.90,98.85,98.58,98.48,98.48,98.58,98.69,98.67,98.68,98.69,98.69,98.58,98.69,98.79,98.78,98.78,98.79,99.00,98.90,98.69,98.69,99.27,,99.42,99.42,99.42,98.90,98.90,98.90,99.21,98.79
B-KC443759,86.48,86.37,86.69,86.48,86.69,86.69,86.69,86.69,93.48,95.81,95.91,95.91,96.54,96.44,97.06,97.06,96.75,97.38,97.59,97.27,97.38,96.86,97.38,97.38,97.59,97.48,97.38,97.48,97.48,98.01,96.96,96.96,97.17,97.48,97.38,97.38,97.38,97.27,97.48,97.48,97.38,97.90,97.80,97.80,97.90,97.90,97.90,97.90,96.65,96.75,97.27,97.27,97.17,97.38,97.27,97.43,97.59,97.59,97.69,97.69,97.69,97.69,97.69,97.27,97.69,97.69,98.01,97.90,97.80,98.53,97.85,98.01,98.32,98.32,98.01,98.01,98.01,98.01,98.01,98.32,98.32,98.43,98.53,98.53,98.53,98.53,98.53,98.64,98.64,98.64,98.43,98.43,98.53,98.64,98.64,98.64,98.53,98.53,98.74,98.74,98.74,98.64,98.64,98.43,98.43,98.64,98.43,98.53,98.64,99.06,99.00,98.74,98.85,98.85,98.95,99.06,98.83,98.84,98.85,99.06,98.74,98.85,98.95,98.94,98.94,98.95,99.16,99.06,98.85,98.85,98.79,99.42,,100.00,100.00,99.06,99.06,99.06,99.37,98.95
B-KC443627,86.48,86.37,86.69,86.48,86.69,86.69,86.69,86.69,93.48,95.81,95.91,95.91,96.54,96.44,97.06,97.06,96.75,97.38,97.59,97.27,97.38,96.86,97.38,97.38,97.59,97.48,97.38,97.48,97.48,98.01,96.96,96.96,97.17,97.48,97.38,97.38,97.38,97.27,97.48,97.48,97.38,97.90,97.80,97.80,97.90,97.90,97.90,97.90,96.65,96.75,97.27,97.27,97.17,97.38,97.27,97.43,97.59,97.59,97.69,97.69,97.69,97.69,97.69,97.27,97.69,97.69,98.01,97.90,97.80,98.53,97.85,98.01,98.32,98.32,98.01,98.01,98.01,98.01,98.01,98.32,98.32,98.43,98.53,98.53,98.53,98.53,98.53,98.64,98.64,98.64,98.43,98.43,98.53,98.64,98.64,98.64,98.53,98.53,98.74,98.74,98.74,98.64,98.64,98.43,98.43,98.64,98.43,98.53,98.64,99.06,99.00,98.74,98.85,98.85,98.95,99.06,98.83,98.84,98.85,99.06,98.74,98.85,98.95,98.94,98.94,98.95,99.16,99.06,98.85,98.85,98.79,99.42,100.00,,100.00,99.06,99.06,99.06,99.37,98.95
B-KC443319,86.48,86.37,86.69,86.48,86.69,86.69,86.69,86.69,93.48,95.81,95.91,95.91,96.54,96.44,97.06,97.06,96.75,97.38,97.59,97.27,97.38,96.86,97.38,97.38,97.59,97.48,97.38,97.48,97.48,98.01,96.96,96.96,97.17,97.48,97.38,97.38,97.38,97.27,97.48,97.48,97.38,97.90,97.80,97.80,97.90,97.90,97.90,97.90,96.65,96.75,97.27,97.27,97.17,97.38,97.27,97.43,97.59,97.59,97.69,97.69,97.69,97.69,97.69,97.27,97.69,97.69,98.01,97.90,97.80,98.53,97.85,98.01,98.32,98.32,98.01,98.01,98.01,98.01,98.01,98.32,98.32,98.43,98.53,98.53,98.53,98.53,98.53,98.64,98.64,98.64,98.43,98.43,98.53,98.64,98.64,98.64,98.53,98.53,98.74,98.74,98.74,98.64,98.64,98.43,98.43,98.64,98.43,98.53,98.64,99.06,99.00,98.74,98.85,98.85,98.95,99.06,98.83,98.84,98.85,99.06,98.74,98.85,98.95,98.94,98.94,98.95,99.16,99.06,98.85,98.85,98.79,99.42,100.00,100.00,,99.06,99.06,99.06,99.37,98.95
B-KC442970,86.58,86.48,86.79,86.58,86.79,86.79,86.79,86.79,93.59,95.81,96.23,96.23,96.44,96.33,97.27,97.27,96.96,97.59,97.80,97.27,97.38,97.06,97.59,97.59,97.59,97.69,97.59,97.69,97.69,98.22,97.17,97.27,97.38,97.69,97.59,97.38,97.38,97.48,97.69,97.69,97.59,97.90,98.01,98.01,98.11,98.11,98.11,98.11,97.06,96.96,97.48,97.48,97.27,97.59,97.48,97.85,98.01,98.01,98.11,98.11,98.11,98.11,98.11,97.48,97.90,97.90,98.43,98.11,98.01,98.74,97.75,98.11,98.11,98.11,97.80,97.80,97.80,97.80,97.80,98.11,98.11,98.22,98.32,98.32,98.32,98.32,98.32,98.43,98.43,98.43,98.22,98.22,98.32,98.43,98.43,98.43,98.11,98.11,98.32,98.32,98.32,98.22,98.22,98.22,98.22,98.43,98.22,98.11,98.43,98.85,98.79,98.53,98.43,98.43,98.53,98.64,98.62,98.62,98.64,98.64,98.53,98.64,98.74,98.73,98.73,98.74,98.95,98.85,98.64,98.64,98.38,98.90,99.06,99.06,99.06,,99.27,99.27,99.58,99.16
